product_id,name,description,category,material,occasion
PRD-1479,Alpine T-Shirt,"Whether you're headed out in the office or client meetings or just running errands, this waterproof t-shirt keeps you covered. The Bamboo Blend construction is both airy and hard-wearing, and articulated seams for freedom of movement adds a practical touch. Finished with a relaxed, roomy fit, it's a elegant choice for almost any setting.",Tops,Bamboo Blend,Business
PRD-1480,Horizon Parka,"Whether you're headed out for weddings and other special events or just running errands, this quick-drying parka keeps you covered. The Softshell construction is both flexible and tough, and double-stitched seams adds a practical touch. Finished with a hidden interior pocket, it's a elegant choice for almost any setting.",Outerwear,Softshell,Wedding
PRD-1481,Horizon Blouse,"Designed for those who want sleek looks without sacrificing performance, this Modal blouse is water-resistant and airy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a relaxed, roomy fit. It also features a slim, tapered fit for added versatility.",Tops,Modal,Activewear
PRD-1482,Voyager Anorak,"This chic anorak is crafted from premium Polyester for a look that works just as well for formal occasions and the office. It's built to be airy and hard-wearing, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and reinforced stitching, giving you both form and function in one piece.",Outerwear,Polyester,Formal
PRD-1483,Coastal Chelsea Boot,"This elegant chelsea boot is crafted from premium Suede for a look that works just as well during workouts and high-intensity activity. It's built to be lightweight and durable, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and an anti-odor treatment, giving you both form and function in one piece.",Footwear,Suede,Activewear
PRD-1484,Ridgeline Hoodie,"A wardrobe staple, this hoodie pairs on-trend styling with a cozy feel you'll want to wear all day. Made from Modal, it's engineered to be long-lasting season after season. Thoughtful details like an anti-odor treatment and a relaxed, roomy fit make it ideal for a relaxed, everyday look.",Tops,Modal,Casual
PRD-1485,Voyager Button-Down Shirt,"This sleek button-down shirt is crafted from premium Modal for a look that works just as well for formal occasions and the office. It's built to be soft and hard-wearing, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and a reinforced toe cap, giving you both form and function in one piece.",Tops,Modal,Formal
PRD-1486,Trailblazer Jeans,"A wardrobe staple, this jeans pairs modern styling with a lightweight feel you'll want to wear all day. Made from Denim, it's engineered to be reinforced season after season. Thoughtful details like a quick-release buckle and a taped, seam-sealed construction make it ideal for weddings and other special events.",Bottoms,Denim,Wedding
PRD-1487,Cascade Watch,"This modern watch is crafted from premium Silicone for a look that works just as well during workouts and high-intensity activity. It's built to be soft and rugged, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Silicone,Activewear
PRD-1488,Ridgeline Belt,"A wardrobe staple, this belt pairs stylish styling with a soft feel you'll want to wear all day. Made from Nylon, it's engineered to be long-lasting season after season. Thoughtful details like articulated seams for freedom of movement and a relaxed, roomy fit make it ideal for formal occasions and the office.",Accessories,Nylon,Formal
PRD-1489,Cascade Hoodie,"A wardrobe staple, this hoodie pairs on-trend styling with a soft feel you'll want to wear all day. Made from Cotton, it's engineered to be sturdy season after season. Thoughtful details like a reinforced toe cap and a relaxed, roomy fit make it ideal during workouts and high-intensity activity.",Tops,Cotton,Activewear
PRD-1490,Voyager Sweater,"This sharp-looking sweater is crafted from premium Bamboo Blend for a look that works just as well for formal occasions and the office. It's built to be cozy and hard-wearing, so it holds up to daily wear without losing its shape. The design includes moisture-wicking lining and adjustable straps, giving you both form and function in one piece.",Tops,Bamboo Blend,Formal
PRD-1491,Cascade Anorak,"Designed for those who want chic looks without sacrificing performance, this Polyester anorak is water-resistant and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to double-stitched seams. It also features eco-friendly recycled materials for added versatility.",Outerwear,Polyester,Business
PRD-1492,Alpine Watch,"This sleek watch is crafted from premium Wool for a look that works just as well in the office or client meetings. It's built to be breathable and sturdy, so it holds up to daily wear without losing its shape. The design includes a slim, tapered fit and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Wool,Business
PRD-1493,Summit T-Shirt,"Designed for those who want on-trend looks without sacrificing performance, this Cotton t-shirt is water-resistant and breathable from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to a relaxed, roomy fit. It also features reflective trim for low-light visibility for added versatility.",Tops,Cotton,Casual
PRD-1494,Ridgeline Henley,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this waterproof henley keeps you covered. The Polyester construction is both soft and tough, and articulated seams for freedom of movement adds a practical touch. Finished with a quick-release buckle, it's a stylish choice for almost any setting.",Tops,Polyester,Outdoor
PRD-1495,Horizon Tote Bag,"This on-trend tote bag is crafted from premium Leather for a look that works just as well in the office or client meetings. It's built to be breathable and tough, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and a slim, tapered fit, giving you both form and function in one piece.",Accessories,Leather,Business
